File,Pattern,Data,Well,Reader,Replicate,Metformin_mM,PG,Strain,595nm_f_AUC,595nm_f_logAUC,595nm_log_LG_a,595nm_log_LG_c,595nm_dt_Max
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E3,Biotek,2.0000,100.0000,9.0000,NT12403,2.8826,1.5274,0.7428,-13.3040,0.1178
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E4,Biotek,2.0000,100.0000,9.0000,NT12431,3.8341,1.9389,0.8122,-11.5061,0.0556
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E5,Biotek,2.0000,100.0000,9.0000,NT12437,1.2505,0.3226,0.7311,-15.3191,0.0470
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E6,Biotek,2.0000,100.0000,9.0000,NT12238,8.5127,3.0896,1.3647,-10.4415,0.1365
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E7,Biotek,2.0000,100.0000,9.0000,NT12244,0.4838,-1.0474,0.7028,-17.2846,0.0296
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E8,Biotek,2.0000,100.0000,9.0000,NT12283,3.3508,1.7445,0.8044,-13.9044,0.0856
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,E9,Biotek,2.0000,100.0000,9.0000,NT12444,3.8038,1.9274,0.8310,-10.5704,0.0499
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F1,Biotek,2.0000,100.0000,9.0000,,0.0000,,,,0.0000
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F10,Biotek,2.0000,100.0000,9.0000,NT12705,0.0845,-3.5646,,,0.0049
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F11,Biotek,2.0000,100.0000,9.0000,NT12026,6.2263,2.6384,0.7145,-7.9700,0.0873
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F12,Biotek,2.0000,100.0000,9.0000,,0.0502,-4.3164,,,0.0083
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F2,Biotek,2.0000,100.0000,9.0000,NT12404,1.6129,0.6896,0.9365,-18.1548,0.0621
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F3,Biotek,2.0000,100.0000,9.0000,NT12415,2.9426,1.5571,0.9155,-14.8858,0.0684
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F4,Biotek,2.0000,100.0000,9.0000,NT12432,3.0838,1.6247,0.7040,-11.7244,0.0596
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F5,Biotek,2.0000,100.0000,9.0000,NT12438,3.2850,1.7159,0.7789,-10.4900,0.0451
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F6,Biotek,2.0000,100.0000,9.0000,NT12239,1.2561,0.3289,0.4262,-10.2762,0.0592
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F7,Biotek,2.0000,100.0000,9.0000,NT12245,1.9634,0.9734,0.8078,-15.1979,0.0574
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F8,Biotek,2.0000,100.0000,9.0000,NT12445,3.6539,1.8694,0.7804,-11.0863,0.0493
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,F9,Biotek,2.0000,100.0000,9.0000,NT12456,5.0185,2.3273,1.0353,-12.8217,0.0946
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G1,Biotek,2.0000,100.0000,9.0000,,0.0001,-13.0173,,,0.0001
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G10,Biotek,2.0000,100.0000,9.0000,NT12021,3.7199,1.8952,0.7901,-11.8418,0.0559
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G11,Biotek,2.0000,100.0000,9.0000,NT12027,0.0671,-3.8972,,,0.0154
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G12,Biotek,2.0000,100.0000,9.0000,,0.0459,-4.4443,,,0.0106
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G2,Biotek,2.0000,100.0000,9.0000,NT12416,1.3998,0.4852,0.6499,-14.3724,0.0903
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G3,Biotek,2.0000,100.0000,9.0000,NT12427,0.1280,-2.9652,,,0.0442
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G4,Biotek,2.0000,100.0000,9.0000,NT12433,0.0583,-4.1005,,,0.0070
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G5,Biotek,2.0000,100.0000,9.0000,NT12439,2.5119,1.3288,0.8944,-15.9652,0.0834
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G6,Biotek,2.0000,100.0000,9.0000,NT12240,0.4788,-1.0626,1.1690,-25.5874,0.0472
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G7,Biotek,2.0000,100.0000,9.0000,NT12246,2.1650,1.1144,0.7434,-13.9728,0.0652
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G8,Biotek,2.0000,100.0000,9.0000,NT12457,5.7351,2.5198,0.9620,-11.2369,0.0740
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,G9,Biotek,2.0000,100.0000,9.0000,NT12618,3.2757,1.7118,0.6218,-10.1461,0.0421
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H1,Biotek,2.0000,100.0000,9.0000,,0.0011,-9.8348,,,0.0019
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H10,Biotek,2.0000,100.0000,9.0000,,0.0601,-4.0564,,,0.0161
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H11,Biotek,2.0000,100.0000,9.0000,,0.0007,-10.4130,,,0.0035
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H12,Biotek,2.0000,100.0000,9.0000,,0.0044,-7.8278,,,0.0002
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H2,Biotek,2.0000,100.0000,9.0000,,0.0000,,,,0.0000
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H3,Biotek,2.0000,100.0000,9.0000,,0.0645,-3.9538,,,0.0107
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H4,Biotek,2.0000,100.0000,9.0000,,0.0566,-4.1437,,,0.0118
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H5,Biotek,2.0000,100.0000,9.0000,,0.0657,-3.9286,,,0.0175
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H6,Biotek,2.0000,100.0000,9.0000,,0.0586,-4.0928,,,0.0160
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H7,Biotek,2.0000,100.0000,9.0000,,0.0348,-4.8446,,,0.0057
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H8,Biotek,2.0000,100.0000,9.0000,,0.0653,-3.9371,,,0.0174
240423_PG9_100mM.txt,Pattern_Media_P9.xlsx,Summary,H9,Biotek,2.0000,100.0000,9.0000,,0.0614,-4.0248,,,0.0103
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A1,Biotek,2.0000,50.0000,4.0000,,0.0000,,,,0.0000
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A10,Biotek,2.0000,50.0000,4.0000,,8.3021,3.0535,1.3121,-11.7550,0.1905
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A11,Biotek,2.0000,50.0000,4.0000,,0.0085,-6.8800,,,0.0018
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A12,Biotek,2.0000,50.0000,4.0000,,8.3403,3.0601,1.2971,-10.9843,0.1378
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A2,Biotek,2.0000,50.0000,4.0000,,6.0203,2.5898,1.2474,-15.3550,0.1343
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A3,Biotek,2.0000,50.0000,4.0000,,6.0212,2.5901,1.1976,-14.2917,0.1130
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A4,Biotek,2.0000,50.0000,4.0000,,0.0002,-12.0159,,,0.0022
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A5,Biotek,2.0000,50.0000,4.0000,,5.1168,2.3552,0.7669,-11.4469,0.1370
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A6,Biotek,2.0000,50.0000,4.0000,,7.9466,2.9903,1.0347,-8.2779,0.0787
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A7,Biotek,2.0000,50.0000,4.0000,,7.3585,2.8794,0.9550,-11.0695,0.1174
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A8,Biotek,2.0000,50.0000,4.0000,,6.8966,2.7859,1.0081,-10.4208,0.1001
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,A9,Biotek,2.0000,50.0000,4.0000,,6.8728,2.7809,1.2263,-12.4976,0.1311
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B1,Biotek,2.0000,50.0000,4.0000,,6.0065,2.5865,1.2844,-15.0562,0.1207
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B10,Biotek,2.0000,50.0000,4.0000,NT12365,8.0614,3.0110,1.4157,-11.7947,0.1469
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B11,Biotek,2.0000,50.0000,4.0000,NT12366,8.3907,3.0688,1.6937,-12.3751,0.1325
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B12,Biotek,2.0000,50.0000,4.0000,,9.5284,3.2522,1.3083,-8.0734,0.1192
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B2,Biotek,2.0000,50.0000,4.0000,NT12357,8.3115,3.0551,1.2953,-9.4001,0.0982
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B3,Biotek,2.0000,50.0000,4.0000,NT12358,6.1356,2.6172,0.7415,-8.2008,0.0664
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B4,Biotek,2.0000,50.0000,4.0000,NT12359,7.3548,2.8787,1.4752,-10.1841,0.1031
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B5,Biotek,2.0000,50.0000,4.0000,NT12360,7.7768,2.9592,1.1934,-11.8598,0.1488
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B6,Biotek,2.0000,50.0000,4.0000,NT12361,6.1506,2.6207,1.0205,-10.9404,0.0823
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B7,Biotek,2.0000,50.0000,4.0000,NT12362,7.3648,2.8806,1.1327,-10.0861,0.0805
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B8,Biotek,2.0000,50.0000,4.0000,NT12363,8.4181,3.0735,1.2069,-8.0267,0.1003
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,B9,Biotek,2.0000,50.0000,4.0000,NT12364,10.1302,3.3406,1.0297,-8.9723,0.1120
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C1,Biotek,2.0000,50.0000,4.0000,,0.0010,-9.9772,,,0.0016
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C10,Biotek,2.0000,50.0000,4.0000,NT12377,8.5754,3.1002,1.2530,-10.1367,0.1576
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C11,Biotek,2.0000,50.0000,4.0000,NT12378,10.1001,3.3363,1.6399,-11.1290,0.1563
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C12,Biotek,2.0000,50.0000,4.0000,,0.0033,-8.2621,,,0.0012
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C2,Biotek,2.0000,50.0000,4.0000,NT12369,7.0486,2.8173,1.4266,-13.6136,0.1166
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C3,Biotek,2.0000,50.0000,4.0000,NT12370,7.7650,2.9570,1.1289,-10.0431,0.1140
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C4,Biotek,2.0000,50.0000,4.0000,NT12371,7.3755,2.8827,1.1206,-10.0835,0.1104
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C5,Biotek,2.0000,50.0000,4.0000,NT12372,9.1921,3.2004,1.3687,-10.1255,0.1398
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C6,Biotek,2.0000,50.0000,4.0000,NT12373,9.5121,3.2498,1.3288,-10.8125,0.1303
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C7,Biotek,2.0000,50.0000,4.0000,NT12374,5.8237,2.5419,1.1879,-9.3611,0.0953
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C8,Biotek,2.0000,50.0000,4.0000,NT12375,6.7661,2.7583,1.3111,-10.2382,0.1106
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,C9,Biotek,2.0000,50.0000,4.0000,NT12376,7.8882,2.9797,1.5122,-10.5718,0.1653
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D1,Biotek,2.0000,50.0000,4.0000,,7.2890,2.8657,1.1296,-11.6670,0.0919
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D10,Biotek,2.0000,50.0000,4.0000,NT12389,7.5271,2.9121,1.2366,-10.7633,0.1003
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D11,Biotek,2.0000,50.0000,4.0000,NT12390,7.6595,2.9372,1.6572,-12.9374,0.1366
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D12,Biotek,2.0000,50.0000,4.0000,,7.9515,2.9912,1.3952,-12.3500,0.1427
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D2,Biotek,2.0000,50.0000,4.0000,NT12381,8.5156,3.0901,1.6510,-13.8188,0.1486
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D3,Biotek,2.0000,50.0000,4.0000,NT12382,2.1419,1.0989,1.0481,-8.2037,0.0372
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D4,Biotek,2.0000,50.0000,4.0000,NT12383,6.8795,2.7823,1.3347,-14.1803,0.1373
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D5,Biotek,2.0000,50.0000,4.0000,NT12384,6.5962,2.7216,1.1980,-12.7506,0.1580
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D6,Biotek,2.0000,50.0000,4.0000,NT12385,8.5676,3.0989,1.0676,-9.2936,0.0956
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D7,Biotek,2.0000,50.0000,4.0000,NT12386,9.2656,3.2119,1.3552,-10.1098,0.1117
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D8,Biotek,2.0000,50.0000,4.0000,NT12387,7.2263,2.8533,1.0104,-9.7391,0.1384
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,D9,Biotek,2.0000,50.0000,4.0000,NT12388,7.2975,2.8674,1.1140,-10.5506,0.1302
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E1,Biotek,2.0000,50.0000,4.0000,,0.0000,,,,0.0000
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E10,Biotek,2.0000,50.0000,4.0000,NT12401,8.8854,3.1514,1.5015,-8.7998,0.1556
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E11,Biotek,2.0000,50.0000,4.0000,NT12402,7.6799,2.9411,1.0493,-10.2256,0.1168
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E12,Biotek,2.0000,50.0000,4.0000,,8.2165,3.0385,1.4951,-11.3807,0.1493
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E2,Biotek,2.0000,50.0000,4.0000,NT12393,8.1192,3.0213,1.9032,-17.0312,0.1870
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E3,Biotek,2.0000,50.0000,4.0000,NT12394,7.4525,2.8977,1.2121,-12.2000,0.1088
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E4,Biotek,2.0000,50.0000,4.0000,NT12395,8.3045,3.0539,1.2131,-10.4046,0.1305
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E5,Biotek,2.0000,50.0000,4.0000,NT12396,6.8088,2.7674,1.4568,-13.0475,0.1156
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E6,Biotek,2.0000,50.0000,4.0000,NT12397,9.3917,3.2314,1.3225,-9.2119,0.1158
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E7,Biotek,2.0000,50.0000,4.0000,NT12398,6.9176,2.7903,0.9542,-8.7882,0.0959
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E8,Biotek,2.0000,50.0000,4.0000,NT12399,8.9511,3.1621,1.5032,-11.7963,0.1702
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,E9,Biotek,2.0000,50.0000,4.0000,NT12400,7.0615,2.8200,1.3529,-10.3579,0.1073
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F1,Biotek,2.0000,50.0000,4.0000,,7.7446,2.9532,1.2825,-12.4437,0.1495
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F10,Biotek,2.0000,50.0000,4.0000,NT12413,7.3460,2.8770,1.1419,-8.7073,0.0964
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F11,Biotek,2.0000,50.0000,4.0000,NT12414,7.5649,2.9193,1.2654,-9.0035,0.0998
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F12,Biotek,2.0000,50.0000,4.0000,,8.3181,3.0563,1.3828,-9.3962,0.1096
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F2,Biotek,2.0000,50.0000,4.0000,NT12405,7.0706,2.8218,1.2388,-12.0035,0.1480
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F3,Biotek,2.0000,50.0000,4.0000,NT12406,7.8094,2.9652,1.3226,-10.0586,0.1247
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F4,Biotek,2.0000,50.0000,4.0000,NT12407,7.1276,2.8334,1.0681,-10.3508,0.1086
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F5,Biotek,2.0000,50.0000,4.0000,NT12408,8.9974,3.1695,1.4367,-11.1681,0.1430
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F6,Biotek,2.0000,50.0000,4.0000,NT12409,8.4300,3.0755,1.1813,-10.1187,0.1370
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F7,Biotek,2.0000,50.0000,4.0000,NT12410,8.4321,3.0759,1.5380,-10.8181,0.1756
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F8,Biotek,2.0000,50.0000,4.0000,NT12411,8.9527,3.1623,1.1946,-7.6444,0.1392
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,F9,Biotek,2.0000,50.0000,4.0000,NT12412,6.7791,2.7611,1.2888,-12.5403,0.1137
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G1,Biotek,2.0000,50.0000,4.0000,,0.0029,-8.4090,,,0.0011
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G10,Biotek,2.0000,50.0000,4.0000,NT12425,7.3178,2.8714,1.6184,-13.5274,0.1351
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G11,Biotek,2.0000,50.0000,4.0000,NT12426,7.0557,2.8188,1.5899,-12.3162,0.1484
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G12,Biotek,2.0000,50.0000,4.0000,,8.9572,3.1630,1.4046,-8.8069,0.1278
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G2,Biotek,2.0000,50.0000,4.0000,NT12417,8.8179,3.1404,1.5856,-9.1578,0.1554
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G3,Biotek,2.0000,50.0000,4.0000,NT12418,8.5894,3.1026,1.1961,-9.8982,0.0909
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G4,Biotek,2.0000,50.0000,4.0000,NT12419,5.9458,2.5719,1.3720,-14.0504,0.1126
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G5,Biotek,2.0000,50.0000,4.0000,NT12420,8.2755,3.0488,1.4345,-11.3298,0.1493
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G6,Biotek,2.0000,50.0000,4.0000,NT12421,7.9986,2.9997,1.4958,-12.6240,0.1487
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G7,Biotek,2.0000,50.0000,4.0000,NT12422,6.5290,2.7069,0.7309,-8.0179,0.1171
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G8,Biotek,2.0000,50.0000,4.0000,NT12423,9.4971,3.2475,1.0457,-8.6426,0.1178
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,G9,Biotek,2.0000,50.0000,4.0000,NT12424,6.2714,2.6488,0.8988,-9.4728,0.0904
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H1,Biotek,2.0000,50.0000,4.0000,,8.1440,3.0257,1.5267,-11.6092,0.1460
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H10,Biotek,2.0000,50.0000,4.0000,,0.0007,-10.5206,,,0.0032
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H11,Biotek,2.0000,50.0000,4.0000,,7.9133,2.9843,1.1868,-8.5110,0.1092
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H12,Biotek,2.0000,50.0000,4.0000,,8.1250,3.0224,1.4674,-9.5985,0.1083
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H2,Biotek,2.0000,50.0000,4.0000,,7.5851,2.9232,1.1592,-10.9273,0.1087
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H3,Biotek,2.0000,50.0000,4.0000,,0.0036,-8.1159,,,0.0012
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H4,Biotek,2.0000,50.0000,4.0000,,0.0000,,,,0.0000
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H5,Biotek,2.0000,50.0000,4.0000,,7.1245,2.8328,1.1880,-12.3070,0.1180
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H6,Biotek,2.0000,50.0000,4.0000,,7.5003,2.9070,1.2743,-11.7182,0.1261
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H7,Biotek,2.0000,50.0000,4.0000,,7.2600,2.8600,1.0890,-10.6393,0.0989
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H8,Biotek,2.0000,50.0000,4.0000,,6.2925,2.6536,1.6029,-15.1567,0.1470
210414_PG4_50mM.txt,Pattern_Media_P4.xlsx,Summary,H9,Biotek,2.0000,50.0000,4.0000,,7.4465,2.8966,0.8852,-9.3824,0.0991
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A1,Biotek,3.0000,50.0000,3.0000,,0.0000,,,,0.0000
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A10,Biotek,3.0000,50.0000,3.0000,,0.0015,-9.3624,,,0.0014
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A11,Biotek,3.0000,50.0000,3.0000,,7.5894,2.9240,1.8770,-12.9976,0.2199
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A12,Biotek,3.0000,50.0000,3.0000,,8.2538,3.0451,1.9013,-14.6574,0.1571
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A2,Biotek,3.0000,50.0000,3.0000,,0.0000,,,,0.0000
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A3,Biotek,3.0000,50.0000,3.0000,,0.0000,,,,0.0000
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A4,Biotek,3.0000,50.0000,3.0000,,0.0649,-3.9455,,,0.0105
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A5,Biotek,3.0000,50.0000,3.0000,,0.0772,-3.6947,,,0.0117
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A6,Biotek,3.0000,50.0000,3.0000,,6.9873,2.8047,1.4986,-14.9298,0.1758
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A7,Biotek,3.0000,50.0000,3.0000,,0.0149,-6.0668,,,0.0017
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A8,Biotek,3.0000,50.0000,3.0000,,0.0005,-10.9503,,,0.0015
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,A9,Biotek,3.0000,50.0000,3.0000,,0.0008,-10.2689,,,0.0009
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B1,Biotek,3.0000,50.0000,3.0000,,8.1521,3.0272,1.2939,-10.9440,0.1261
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B10,Biotek,3.0000,50.0000,3.0000,NT12315,8.4832,3.0846,1.4313,-11.9006,0.1603
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B11,Biotek,3.0000,50.0000,3.0000,NT12316,7.3063,2.8691,1.4004,-13.9421,0.1485
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B12,Biotek,3.0000,50.0000,3.0000,,8.3114,3.0551,1.6027,-12.3741,0.1531
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B2,Biotek,3.0000,50.0000,3.0000,NT12307,5.2942,2.4044,1.8689,-18.2886,0.1172
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B3,Biotek,3.0000,50.0000,3.0000,NT12308,5.2179,2.3835,1.7912,-17.6043,0.1042
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B4,Biotek,3.0000,50.0000,3.0000,NT12309,6.6879,2.7416,0.8335,-8.2854,0.1039
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B5,Biotek,3.0000,50.0000,3.0000,NT12310,6.8007,2.7657,1.2373,-13.0827,0.1002
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B6,Biotek,3.0000,50.0000,3.0000,NT12311,6.0493,2.5968,1.2593,-11.4258,0.1177
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B7,Biotek,3.0000,50.0000,3.0000,NT12312,6.8682,2.7799,1.4329,-13.3515,0.1647
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B8,Biotek,3.0000,50.0000,3.0000,NT12313,6.5806,2.7182,1.4952,-13.6408,0.1415
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,B9,Biotek,3.0000,50.0000,3.0000,NT12314,8.0862,3.0155,1.2260,-10.1705,0.1473
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,C1,Biotek,3.0000,50.0000,3.0000,,0.0001,-13.0173,,,0.0001
210617_PG3_50mM.txt,Pattern_Media_P3.xlsx,Summary,C10,Biotek,3.0000,50.0000,3.0000,NT12195,8.0934,3.0167,1.2637,-11.6978,0.1529
