File,Pattern,Well,Reader,Replicate,Metformin_mM,PG,Strain
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,D8,Biotek,2.0000,200.0000,2.0000,NT12141
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,E8,Biotek,2.0000,200.0000,2.0000,NT12153
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,F8,Biotek,2.0000,200.0000,2.0000,NT12165
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,G8,Biotek,2.0000,200.0000,2.0000,NT12177
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,H8,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,A9,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,B9,Biotek,2.0000,200.0000,2.0000,NT12118
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,C9,Biotek,2.0000,200.0000,2.0000,NT12130
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,D9,Biotek,2.0000,200.0000,2.0000,NT12142
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,E9,Biotek,2.0000,200.0000,2.0000,NT12154
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,F9,Biotek,2.0000,200.0000,2.0000,NT12166
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,G9,Biotek,2.0000,200.0000,2.0000,NT12178
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,H9,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,A10,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,B10,Biotek,2.0000,200.0000,2.0000,NT12119
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,C10,Biotek,2.0000,200.0000,2.0000,NT12131
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,D10,Biotek,2.0000,200.0000,2.0000,NT12143
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,E10,Biotek,2.0000,200.0000,2.0000,NT12155
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,F10,Biotek,2.0000,200.0000,2.0000,NT12167
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,G10,Biotek,2.0000,200.0000,2.0000,NT12179
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,H10,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,A11,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,B11,Biotek,2.0000,200.0000,2.0000,NT12120
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,C11,Biotek,2.0000,200.0000,2.0000,NT12132
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,D11,Biotek,2.0000,200.0000,2.0000,NT12144
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,E11,Biotek,2.0000,200.0000,2.0000,NT12156
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,F11,Biotek,2.0000,200.0000,2.0000,NT12168
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,G11,Biotek,2.0000,200.0000,2.0000,NT12097
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,H11,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,A12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,B12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,C12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,D12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,E12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,F12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,G12,Biotek,2.0000,200.0000,2.0000,
210409_PG2_200mM.txt,Pattern_Media_P2.xlsx,H12,Biotek,2.0000,200.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H1,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A2,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B2,Biotek,3.0000,0.0000,2.0000,NT12111
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C2,Biotek,3.0000,0.0000,2.0000,NT12123
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D2,Biotek,3.0000,0.0000,2.0000,NT12135
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E2,Biotek,3.0000,0.0000,2.0000,NT12147
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F2,Biotek,3.0000,0.0000,2.0000,NT12159
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G2,Biotek,3.0000,0.0000,2.0000,NT12171
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H2,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A3,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B3,Biotek,3.0000,0.0000,2.0000,NT12112
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C3,Biotek,3.0000,0.0000,2.0000,NT12124
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D3,Biotek,3.0000,0.0000,2.0000,NT12136
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E3,Biotek,3.0000,0.0000,2.0000,NT12148
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F3,Biotek,3.0000,0.0000,2.0000,NT12160
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G3,Biotek,3.0000,0.0000,2.0000,NT12172
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H3,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A4,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B4,Biotek,3.0000,0.0000,2.0000,NT12113
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C4,Biotek,3.0000,0.0000,2.0000,NT12125
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D4,Biotek,3.0000,0.0000,2.0000,NT12137
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E4,Biotek,3.0000,0.0000,2.0000,NT12149
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F4,Biotek,3.0000,0.0000,2.0000,NT12161
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G4,Biotek,3.0000,0.0000,2.0000,NT12173
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H4,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A5,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B5,Biotek,3.0000,0.0000,2.0000,NT12114
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C5,Biotek,3.0000,0.0000,2.0000,NT12126
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D5,Biotek,3.0000,0.0000,2.0000,NT12138
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E5,Biotek,3.0000,0.0000,2.0000,NT12150
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F5,Biotek,3.0000,0.0000,2.0000,NT12162
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G5,Biotek,3.0000,0.0000,2.0000,NT12174
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H5,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A6,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B6,Biotek,3.0000,0.0000,2.0000,NT12115
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C6,Biotek,3.0000,0.0000,2.0000,NT12127
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D6,Biotek,3.0000,0.0000,2.0000,NT12139
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E6,Biotek,3.0000,0.0000,2.0000,NT12151
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F6,Biotek,3.0000,0.0000,2.0000,NT12163
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G6,Biotek,3.0000,0.0000,2.0000,NT12175
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H6,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A7,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B7,Biotek,3.0000,0.0000,2.0000,NT12116
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C7,Biotek,3.0000,0.0000,2.0000,NT12128
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D7,Biotek,3.0000,0.0000,2.0000,NT12140
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E7,Biotek,3.0000,0.0000,2.0000,NT12152
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F7,Biotek,3.0000,0.0000,2.0000,NT12164
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G7,Biotek,3.0000,0.0000,2.0000,NT12176
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H7,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A8,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B8,Biotek,3.0000,0.0000,2.0000,NT12117
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C8,Biotek,3.0000,0.0000,2.0000,NT12129
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D8,Biotek,3.0000,0.0000,2.0000,NT12141
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E8,Biotek,3.0000,0.0000,2.0000,NT12153
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F8,Biotek,3.0000,0.0000,2.0000,NT12165
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G8,Biotek,3.0000,0.0000,2.0000,NT12177
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H8,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A9,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B9,Biotek,3.0000,0.0000,2.0000,NT12118
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C9,Biotek,3.0000,0.0000,2.0000,NT12130
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D9,Biotek,3.0000,0.0000,2.0000,NT12142
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E9,Biotek,3.0000,0.0000,2.0000,NT12154
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F9,Biotek,3.0000,0.0000,2.0000,NT12166
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G9,Biotek,3.0000,0.0000,2.0000,NT12178
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H9,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A10,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B10,Biotek,3.0000,0.0000,2.0000,NT12119
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C10,Biotek,3.0000,0.0000,2.0000,NT12131
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D10,Biotek,3.0000,0.0000,2.0000,NT12143
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E10,Biotek,3.0000,0.0000,2.0000,NT12155
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F10,Biotek,3.0000,0.0000,2.0000,NT12167
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G10,Biotek,3.0000,0.0000,2.0000,NT12179
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H10,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A11,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B11,Biotek,3.0000,0.0000,2.0000,NT12120
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C11,Biotek,3.0000,0.0000,2.0000,NT12132
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D11,Biotek,3.0000,0.0000,2.0000,NT12144
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E11,Biotek,3.0000,0.0000,2.0000,NT12156
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F11,Biotek,3.0000,0.0000,2.0000,NT12168
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G11,Biotek,3.0000,0.0000,2.0000,NT12097
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H11,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,A12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,B12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,C12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,D12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,E12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,F12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,G12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_0mM.txt,Pattern_Media_P2.xlsx,H12,Biotek,3.0000,0.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H1,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A2,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B2,Biotek,3.0000,50.0000,2.0000,NT12111
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C2,Biotek,3.0000,50.0000,2.0000,NT12123
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D2,Biotek,3.0000,50.0000,2.0000,NT12135
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E2,Biotek,3.0000,50.0000,2.0000,NT12147
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F2,Biotek,3.0000,50.0000,2.0000,NT12159
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G2,Biotek,3.0000,50.0000,2.0000,NT12171
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H2,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A3,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B3,Biotek,3.0000,50.0000,2.0000,NT12112
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C3,Biotek,3.0000,50.0000,2.0000,NT12124
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D3,Biotek,3.0000,50.0000,2.0000,NT12136
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E3,Biotek,3.0000,50.0000,2.0000,NT12148
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F3,Biotek,3.0000,50.0000,2.0000,NT12160
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G3,Biotek,3.0000,50.0000,2.0000,NT12172
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H3,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A4,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B4,Biotek,3.0000,50.0000,2.0000,NT12113
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C4,Biotek,3.0000,50.0000,2.0000,NT12125
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D4,Biotek,3.0000,50.0000,2.0000,NT12137
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E4,Biotek,3.0000,50.0000,2.0000,NT12149
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F4,Biotek,3.0000,50.0000,2.0000,NT12161
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G4,Biotek,3.0000,50.0000,2.0000,NT12173
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H4,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A5,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B5,Biotek,3.0000,50.0000,2.0000,NT12114
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C5,Biotek,3.0000,50.0000,2.0000,NT12126
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D5,Biotek,3.0000,50.0000,2.0000,NT12138
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E5,Biotek,3.0000,50.0000,2.0000,NT12150
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F5,Biotek,3.0000,50.0000,2.0000,NT12162
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G5,Biotek,3.0000,50.0000,2.0000,NT12174
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H5,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A6,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B6,Biotek,3.0000,50.0000,2.0000,NT12115
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C6,Biotek,3.0000,50.0000,2.0000,NT12127
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D6,Biotek,3.0000,50.0000,2.0000,NT12139
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E6,Biotek,3.0000,50.0000,2.0000,NT12151
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F6,Biotek,3.0000,50.0000,2.0000,NT12163
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G6,Biotek,3.0000,50.0000,2.0000,NT12175
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H6,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A7,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B7,Biotek,3.0000,50.0000,2.0000,NT12116
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C7,Biotek,3.0000,50.0000,2.0000,NT12128
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D7,Biotek,3.0000,50.0000,2.0000,NT12140
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E7,Biotek,3.0000,50.0000,2.0000,NT12152
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F7,Biotek,3.0000,50.0000,2.0000,NT12164
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G7,Biotek,3.0000,50.0000,2.0000,NT12176
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H7,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A8,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B8,Biotek,3.0000,50.0000,2.0000,NT12117
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C8,Biotek,3.0000,50.0000,2.0000,NT12129
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D8,Biotek,3.0000,50.0000,2.0000,NT12141
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E8,Biotek,3.0000,50.0000,2.0000,NT12153
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F8,Biotek,3.0000,50.0000,2.0000,NT12165
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G8,Biotek,3.0000,50.0000,2.0000,NT12177
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H8,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A9,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B9,Biotek,3.0000,50.0000,2.0000,NT12118
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C9,Biotek,3.0000,50.0000,2.0000,NT12130
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D9,Biotek,3.0000,50.0000,2.0000,NT12142
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E9,Biotek,3.0000,50.0000,2.0000,NT12154
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F9,Biotek,3.0000,50.0000,2.0000,NT12166
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G9,Biotek,3.0000,50.0000,2.0000,NT12178
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H9,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A10,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B10,Biotek,3.0000,50.0000,2.0000,NT12119
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C10,Biotek,3.0000,50.0000,2.0000,NT12131
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D10,Biotek,3.0000,50.0000,2.0000,NT12143
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E10,Biotek,3.0000,50.0000,2.0000,NT12155
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F10,Biotek,3.0000,50.0000,2.0000,NT12167
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G10,Biotek,3.0000,50.0000,2.0000,NT12179
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H10,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A11,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B11,Biotek,3.0000,50.0000,2.0000,NT12120
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C11,Biotek,3.0000,50.0000,2.0000,NT12132
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D11,Biotek,3.0000,50.0000,2.0000,NT12144
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E11,Biotek,3.0000,50.0000,2.0000,NT12156
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F11,Biotek,3.0000,50.0000,2.0000,NT12168
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G11,Biotek,3.0000,50.0000,2.0000,NT12097
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H11,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,A12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,B12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,C12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,D12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,E12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,F12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,G12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_50mM.txt,Pattern_Media_P2.xlsx,H12,Biotek,3.0000,50.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,A1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,B1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,C1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,D1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,E1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,F1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,G1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,H1,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,A2,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,B2,Biotek,3.0000,100.0000,2.0000,NT12111
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,C2,Biotek,3.0000,100.0000,2.0000,NT12123
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,D2,Biotek,3.0000,100.0000,2.0000,NT12135
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,E2,Biotek,3.0000,100.0000,2.0000,NT12147
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,F2,Biotek,3.0000,100.0000,2.0000,NT12159
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,G2,Biotek,3.0000,100.0000,2.0000,NT12171
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,H2,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,A3,Biotek,3.0000,100.0000,2.0000,
210618_PG2_100mM.txt,Pattern_Media_P2.xlsx,B3,Biotek,3.0000,100.0000,2.0000,NT12112
